pk,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
17193,1,Internet,RoundTrip,1,27,4,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17194,1,Internet,RoundTrip,9,36,13,Wed,KTMMFM,Japan,0,0,0,4.75,Fail
17195,1,Internet,RoundTrip,0,32,3,Wed,KTMMFM,Macau,1,0,0,4.75,Fail
17196,1,Internet,RoundTrip,94,30,1,Thu,KTMMFM,Macau,1,0,1,4.75,Fail
17197,1,Internet,RoundTrip,41,26,0,Thu,KTMMFM,Macau,1,0,0,4.75,Success
17198,1,Internet,RoundTrip,79,17,9,Wed,KTMMFM,Macau,1,0,0,4.75,Fail
17199,1,Internet,RoundTrip,23,27,6,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17200,1,Internet,RoundTrip,78,23,17,Thu,KTMMFM,Macau,1,0,0,4.75,Success
17201,1,Internet,RoundTrip,39,28,12,Wed,KTMMFM,Macau,1,0,1,4.75,Fail
17202,1,Internet,RoundTrip,33,19,12,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17203,1,Internet,RoundTrip,71,19,11,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17204,1,Internet,RoundTrip,3,44,3,Fri,KTMMFM,Macau,1,1,1,4.75,Fail
17205,1,Internet,RoundTrip,1,45,11,Wed,KTMMFM,Macau,0,1,1,4.75,Success
17206,1,Internet,RoundTrip,3,28,2,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17207,1,Internet,RoundTrip,24,47,4,Fri,KTMMFM,Macau,0,0,1,4.75,Fail
17208,1,Internet,RoundTrip,6,31,10,Sun,KTMMFM,China,0,0,0,4.75,Fail
17209,1,Internet,RoundTrip,99,22,6,Sun,KTMMFM,Macau,0,0,0,4.75,Success
17210,1,Internet,RoundTrip,94,47,6,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17211,1,Internet,RoundTrip,3,31,5,Mon,KTMMFM,Macau,1,0,0,4.75,Fail
17212,2,Internet,RoundTrip,63,29,13,Mon,KTMMFM,Macau,1,0,0,4.75,Fail
17213,1,Internet,RoundTrip,4,19,9,Wed,KTMMFM,Macau,0,0,0,4.75,Success
17214,1,Internet,RoundTrip,9,35,6,Mon,KTMMFM,Macau,1,0,0,4.75,Fail
17215,1,Internet,RoundTrip,77,24,13,Mon,KTMMFM,Macau,1,0,1,4.75,Fail
17216,1,Internet,RoundTrip,9,36,2,Tue,KTMMFM,Macau,1,0,1,4.75,Fail
17217,1,Internet,RoundTrip,48,19,5,Mon,KTMMFM,Macau,1,0,0,4.75,Fail
17218,1,Mobile,RoundTrip,4,41,12,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17219,1,Internet,RoundTrip,37,28,8,Fri,KTMMFM,Macau,1,0,0,4.75,Fail
17220,1,Internet,RoundTrip,53,27,4,Thu,KTMMFM,Macau,1,0,0,4.75,Success
17221,1,Mobile,RoundTrip,5,20,3,Wed,KTMMFM,Macau,0,0,0,4.75,Fail
17222,1,Internet,RoundTrip,59,21,13,Tue,KTMMFM,Macau,1,0,0,4.75,Success
17223,1,Internet,RoundTrip,27,25,1,Sat,KTMMFM,Macau,1,0,0,4.75,Fail
17224,1,Internet,RoundTrip,43,21,4,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17225,1,Internet,RoundTrip,1,26,10,Fri,KTMMFM,Macau,1,1,1,4.75,Fail
17226,1,Internet,RoundTrip,13,30,16,Wed,KTMMFM,Macau,1,0,0,4.75,Fail
17227,4,Internet,RoundTrip,8,22,12,Sat,KTMMFM,Macau,1,0,0,4.75,Fail
17228,1,Internet,RoundTrip,4,23,4,Tue,KTMMFM,Macau,1,0,1,4.75,Fail
17229,1,Internet,RoundTrip,0,29,3,Mon,KTMMFM,Macau,0,0,0,4.75,Success
17230,1,Internet,RoundTrip,2,32,8,Thu,KTMMFM,Macau,0,0,1,4.75,Fail
17231,1,Internet,RoundTrip,4,21,3,Wed,KTMMFM,Macau,1,0,0,4.75,Fail
17232,1,Internet,RoundTrip,6,23,4,Mon,KTMMFM,Hong Kong,1,1,1,4.75,Fail
17233,1,Internet,RoundTrip,20,20,2,Sat,KTMMFM,Macau,1,0,0,4.75,Fail
17234,1,Internet,RoundTrip,13,31,6,Wed,KTMMFM,Macau,1,0,0,4.75,Fail
17235,1,Internet,RoundTrip,9,30,12,Wed,KTMMFM,Macau,1,0,0,4.75,Fail
17236,1,Internet,RoundTrip,4,20,8,Sat,KTMMFM,Macau,1,0,0,4.75,Fail
17237,1,Internet,RoundTrip,32,25,16,Thu,KTMMFM,Macau,1,0,1,4.75,Success
17238,1,Internet,RoundTrip,1,23,5,Tue,KTMMFM,Australia,0,0,0,4.75,Fail
17239,1,Mobile,RoundTrip,11,29,10,Fri,KTMMFM,Macau,1,0,0,4.75,Fail
17240,1,Internet,RoundTrip,70,19,2,Fri,KTMMFM,Macau,1,0,0,4.75,Fail
17241,1,Internet,RoundTrip,26,19,10,Fri,KTMMFM,Macau,1,0,0,4.75,Fail
17242,1,Internet,RoundTrip,3,17,7,Wed,KTMMFM,Macau,1,0,0,4.75,Fail
17243,1,Mobile,RoundTrip,76,29,10,Thu,KTMMFM,Macau,1,0,1,4.75,Fail
17244,1,Internet,RoundTrip,4,20,4,Sat,KTMMFM,Macau,1,0,0,4.75,Fail
17245,1,Internet,RoundTrip,72,30,14,Sat,KTMMFM,Macau,1,0,0,4.75,Success
17246,1,Internet,RoundTrip,24,25,13,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17247,1,Internet,RoundTrip,50,28,9,Sat,KTMMFM,Macau,1,0,1,4.75,Success
17248,1,Internet,RoundTrip,59,29,9,Mon,KTMMFM,Macau,1,0,0,4.75,Fail
17249,1,Internet,RoundTrip,1,20,1,Tue,KTMMFM,Macau,1,0,1,4.75,Fail
17250,1,Internet,RoundTrip,70,24,18,Thu,KTMMFM,Macau,1,0,0,4.75,Success
17251,1,Internet,RoundTrip,23,20,16,Sat,KTMMFM,Macau,1,0,1,4.75,Fail
17252,1,Internet,RoundTrip,1,43,2,Fri,KTMMFM,China,1,0,0,4.75,Fail
17253,1,Internet,RoundTrip,85,26,8,Sun,KTMMFM,Macau,1,0,0,4.75,Fail
17254,1,Internet,RoundTrip,9,26,5,Wed,KTMMFM,Macau,1,0,1,4.75,Fail
17255,1,Mobile,RoundTrip,63,31,11,Mon,KTMMFM,Macau,1,1,0,4.75,Success
17256,1,Internet,RoundTrip,37,21,16,Fri,KTMMFM,Macau,1,0,1,4.75,Success
17257,1,Internet,RoundTrip,68,30,13,Fri,KTMMFM,Macau,1,1,1,4.75,Success
17258,1,Internet,RoundTrip,10,30,6,Sat,KTMMFM,Macau,1,0,0,4.75,Fail
17259,1,Internet,RoundTrip,6,27,2,Fri,KTMMFM,Macau,1,0,1,4.75,Fail
17260,1,Internet,RoundTrip,1,19,3,Sat,KTMMFM,Macau,0,0,0,4.75,Fail
17261,1,Internet,RoundTrip,4,19,10,Wed,KTMMFM,Macau,0,0,0,4.75,Success
17262,1,Internet,RoundTrip,5,20,13,Fri,KTMMFM,Macau,1,0,0,4.75,Fail
17263,2,Internet,RoundTrip,41,31,4,Tue,KTMMFM,Hong Kong,1,0,1,4.75,Fail
17264,1,Internet,RoundTrip,34,34,2,Tue,KTMMFM,Macau,1,0,1,4.75,Success
17265,1,Mobile,RoundTrip,18,28,19,Wed,KTMMFM,Macau,1,0,1,4.75,Fail
17266,1,Internet,RoundTrip,6,28,5,Thu,KTMMFM,Macau,1,0,1,4.75,Fail
17267,3,Internet,RoundTrip,7,45,5,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17268,1,Internet,RoundTrip,52,26,17,Fri,KTMMFM,Macau,1,0,0,4.75,Success
17269,1,Internet,RoundTrip,46,29,2,Sat,KTMMFM,Macau,1,0,0,4.75,Fail
17270,1,Internet,RoundTrip,55,19,9,Fri,KTMMFM,Macau,1,0,0,4.75,Success
17271,1,Internet,RoundTrip,76,22,15,Tue,KTMMFM,Macau,0,0,0,4.75,Fail
17272,1,Internet,RoundTrip,71,21,23,Sun,KTMMFM,Macau,1,0,0,4.75,Success
17273,1,Internet,RoundTrip,29,27,14,Sun,KTMMFM,Macau,1,1,1,4.75,Success
17274,1,Internet,RoundTrip,7,21,8,Fri,KTMMFM,Macau,1,0,0,4.75,Fail
17275,1,Internet,RoundTrip,2,21,4,Tue,KTMMFM,Macau,0,0,0,4.75,Fail
17276,1,Internet,RoundTrip,135,32,23,Sat,KTMMFM,Macau,1,0,0,4.75,Success
17277,1,Internet,RoundTrip,13,26,12,Thu,KTMMFM,Macau,1,0,1,4.75,Fail
17278,1,Mobile,RoundTrip,1,32,18,Sat,KTMMFM,Macau,0,1,0,4.75,Fail
17279,1,Internet,RoundTrip,102,29,2,Thu,KTMMFM,Macau,1,0,0,4.75,Success
17280,1,Internet,RoundTrip,95,40,11,Fri,KTMMFM,Macau,1,0,0,4.75,Success
17281,2,Internet,RoundTrip,46,20,12,Thu,KTMMFM,Macau,0,0,1,4.75,Success
17282,1,Internet,RoundTrip,81,21,13,Sat,KTMMFM,Macau,1,0,0,4.75,Success
17283,1,Mobile,RoundTrip,16,26,1,Fri,KTMMFM,Macau,1,1,0,4.75,Fail
17284,1,Internet,RoundTrip,9,28,4,Wed,KTMMFM,Macau,1,0,1,4.75,Fail
17285,1,Internet,RoundTrip,91,28,6,Mon,KTMMFM,Macau,1,0,1,4.75,Success
17286,1,Internet,RoundTrip,11,43,5,Wed,KTMMFM,Macau,1,0,0,4.75,Success
17287,1,Internet,RoundTrip,1,30,4,Mon,KTMMFM,Macau,1,0,0,4.75,Success
17288,2,Internet,RoundTrip,53,18,2,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17289,1,Internet,RoundTrip,37,29,3,Fri,KTMMFM,Macau,1,0,1,4.75,Fail
17290,1,Internet,RoundTrip,2,30,8,Mon,KTMMFM,Macau,1,1,1,4.75,Success
17291,1,Internet,RoundTrip,35,26,2,Fri,KTMMFM,Macau,1,0,0,4.75,Fail
17292,1,Internet,RoundTrip,18,20,4,Thu,KTMMFM,Macau,0,0,0,4.75,Success
17293,1,Internet,RoundTrip,9,20,14,Mon,KTMMFM,Macau,1,0,1,4.75,Success
17294,1,Internet,RoundTrip,25,45,8,Thu,KTMMFM,Macau,1,0,1,4.75,Fail
17295,1,Internet,RoundTrip,16,25,1,Sat,KTMMFM,Macau,1,0,0,4.75,Fail
17296,1,Internet,RoundTrip,23,26,6,Mon,KTMMFM,Macau,1,0,0,4.75,Fail
17297,1,Internet,RoundTrip,11,32,8,Mon,KTMMFM,China,1,0,0,4.75,Fail
17298,1,Internet,RoundTrip,49,25,5,Wed,KTMMFM,Macau,1,0,0,4.75,Fail
17299,1,Internet,RoundTrip,15,28,4,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17300,1,Internet,RoundTrip,58,20,13,Thu,KTMMFM,Macau,1,0,1,4.75,Fail
17301,1,Internet,RoundTrip,2,17,8,Fri,KTMMFM,Macau,1,0,0,4.75,Fail
17302,1,Internet,RoundTrip,23,19,7,Fri,KTMMFM,Macau,1,0,1,4.75,Success
17303,1,Internet,RoundTrip,2,20,6,Wed,KTMMFM,Macau,1,0,0,4.75,Fail
17304,1,Internet,RoundTrip,79,28,2,Fri,KTMMFM,Macau,1,0,0,4.75,Fail
17305,1,Internet,RoundTrip,3,30,11,Fri,KTMMFM,Macau,0,0,0,4.75,Success
17306,1,Internet,RoundTrip,13,37,11,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17307,1,Internet,RoundTrip,11,29,4,Wed,KTMMFM,Macau,1,0,0,4.75,Success
17308,1,Internet,RoundTrip,50,23,1,Sat,KTMMFM,Macau,1,0,1,4.75,Success
17309,1,Internet,RoundTrip,2,25,14,Sat,KTMMFM,Macau,0,0,0,4.75,Fail
17310,1,Internet,RoundTrip,23,41,5,Mon,KTMMFM,Macau,1,0,1,4.75,Fail
17311,1,Internet,RoundTrip,73,30,14,Thu,KTMMFM,Macau,1,0,0,4.75,Success
17312,1,Internet,RoundTrip,6,56,4,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17313,1,Mobile,RoundTrip,61,26,1,Thu,KTMMFM,Macau,1,1,1,4.75,Success
17314,1,Internet,RoundTrip,56,33,10,Sun,KTMMFM,Macau,1,0,0,4.75,Fail
17315,1,Internet,RoundTrip,3,22,9,Mon,KTMMFM,Macau,0,0,0,4.75,Fail
17316,1,Internet,RoundTrip,31,93,4,Sun,KTMMFM,Macau,1,0,1,4.75,Fail
17317,1,Internet,RoundTrip,84,25,3,Mon,KTMMFM,Macau,1,0,0,4.75,Fail
17318,1,Internet,RoundTrip,54,21,7,Wed,KTMMFM,Macau,1,0,1,4.75,Fail
17319,1,Internet,RoundTrip,6,44,4,Sat,KTMMFM,Macau,1,0,0,4.75,Fail
17320,1,Internet,RoundTrip,32,20,3,Mon,KTMMFM,Macau,1,0,0,4.75,Fail
17321,1,Mobile,RoundTrip,0,32,8,Wed,KTMMFM,Macau,1,1,1,4.75,Fail
17322,1,Internet,RoundTrip,67,25,9,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17323,1,Internet,RoundTrip,91,17,3,Mon,KTMMFM,Macau,1,0,0,4.75,Success
17324,1,Internet,RoundTrip,48,19,18,Mon,KTMMFM,Macau,1,0,1,4.75,Success
17325,1,Internet,RoundTrip,8,30,8,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17326,1,Internet,RoundTrip,11,42,1,Fri,KTMMFM,Macau,0,0,0,4.75,Fail
17327,1,Internet,RoundTrip,56,24,5,Mon,KTMMFM,Macau,1,0,0,4.75,Fail
17328,1,Internet,RoundTrip,42,25,7,Fri,KTMMFM,Macau,1,0,0,4.75,Success
17329,1,Internet,RoundTrip,32,20,2,Fri,KTMMFM,Macau,1,0,0,4.75,Fail
17330,1,Internet,RoundTrip,13,40,3,Mon,KTMMFM,Macau,1,0,0,4.75,Fail
17331,1,Internet,RoundTrip,6,21,2,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17332,1,Internet,RoundTrip,10,43,9,Fri,KTMMFM,Macau,1,0,0,4.75,Fail
17333,1,Internet,RoundTrip,16,78,5,Fri,KTMMYY,Malaysia,1,0,0,4.75,Fail
17334,1,Internet,RoundTrip,32,44,1,Sat,KTMMYY,Malaysia,1,0,0,4.75,Fail
17335,1,Internet,RoundTrip,6,43,3,Tue,KTMMYY,Malaysia,1,0,0,4.75,Fail
17336,1,Internet,RoundTrip,8,30,3,Thu,KTMMYY,Malaysia,1,0,0,4.75,Fail
17337,1,Internet,RoundTrip,15,92,3,Mon,KTMPEN,Malaysia,1,0,0,4.75,Fail
17338,1,Internet,RoundTrip,0,62,5,Wed,KTMPEN,Malaysia,0,0,0,4.75,Fail
17339,1,Internet,RoundTrip,27,55,6,Mon,KTMPEN,Malaysia,1,0,0,4.75,Fail
17340,1,Internet,RoundTrip,5,52,7,Thu,KTMPEN,Malaysia,1,0,1,4.75,Fail
17341,2,Internet,RoundTrip,25,45,8,Wed,KTMPEN,Malaysia,1,0,0,4.75,Fail
17342,1,Internet,RoundTrip,3,42,8,Mon,KTMPEN,Malaysia,1,0,0,4.75,Fail
17343,1,Internet,RoundTrip,25,77,8,Mon,KTMPEN,Malaysia,1,0,0,4.75,Success
17344,1,Internet,RoundTrip,2,61,7,Tue,KTMPEN,Malaysia,1,0,1,4.75,Fail
17345,1,Internet,RoundTrip,41,92,9,Thu,KTMPEN,Malaysia,1,0,1,4.75,Fail
17346,1,Internet,RoundTrip,29,62,8,Mon,KTMPEN,Malaysia,1,0,0,4.75,Fail
17347,1,Internet,RoundTrip,134,29,1,Tue,KTMPEN,Malaysia,1,0,0,4.75,Fail
17348,1,Internet,RoundTrip,17,50,4,Fri,KTMPEN,Malaysia,1,0,0,4.75,Fail
17349,1,Internet,RoundTrip,32,90,3,Tue,KTMPEN,Malaysia,1,0,0,4.75,Success
17350,1,Internet,RoundTrip,52,42,6,Fri,KTMPEN,Malaysia,1,0,0,4.75,Fail
17351,2,Internet,RoundTrip,32,44,10,Sun,KTMPEN,Malaysia,1,0,1,4.75,Success
17352,1,Internet,RoundTrip,2,63,4,Fri,KTMPEN,Malaysia,1,0,0,4.75,Fail
17353,1,Internet,RoundTrip,70,96,6,Thu,KTMPEN,Malaysia,1,0,0,4.75,Fail
17354,2,Internet,RoundTrip,20,91,5,Tue,KTMPEN,Malaysia,1,0,1,4.75,Fail
17355,2,Internet,RoundTrip,34,47,9,Mon,KTMPEN,Malaysia,1,0,0,4.75,Fail
17356,1,Internet,RoundTrip,0,25,5,Wed,KTMPEN,Malaysia,0,0,0,4.75,Success
17357,1,Internet,RoundTrip,26,63,8,Wed,KTMPEN,Malaysia,1,0,1,4.75,Success
17358,1,Internet,RoundTrip,12,62,1,Fri,KTMPEN,Malaysia,1,0,0,4.75,Success
17359,1,Internet,RoundTrip,13,60,5,Tue,KTMPEN,Malaysia,1,0,0,4.75,Fail
17360,1,Internet,RoundTrip,58,93,4,Mon,KTMPEN,Malaysia,1,0,0,4.75,Success
17361,1,Internet,RoundTrip,15,45,4,Sat,KTMPEN,Malaysia,1,0,0,4.75,Fail
17362,1,Internet,RoundTrip,12,62,7,Wed,KTMPEN,Malaysia,1,1,1,4.75,Fail
17363,2,Internet,RoundTrip,14,43,6,Fri,KTMPEN,Malaysia,1,0,0,4.75,Fail
17364,1,Internet,RoundTrip,12,90,7,Wed,KTMPEN,Malaysia,1,0,0,4.75,Success
17365,1,Internet,RoundTrip,28,61,6,Thu,KTMPEN,Malaysia,1,1,1,4.75,Success
17366,1,Internet,RoundTrip,4,19,4,Fri,KTMPEN,Malaysia,1,1,1,4.75,Success
17367,1,Internet,RoundTrip,14,90,1,Sat,KTMPEN,Malaysia,1,0,0,4.75,Fail
17368,1,Internet,RoundTrip,4,121,2,Wed,KTMPEN,Malaysia,1,0,0,4.75,Fail
17369,1,Internet,RoundTrip,5,60,9,Fri,KTMPEN,Malaysia,1,0,0,4.75,Fail
17370,1,Internet,RoundTrip,13,91,6,Wed,KTMPEN,Malaysia,1,0,0,4.75,Fail
17371,1,Internet,RoundTrip,21,62,2,Fri,KTMPEN,Malaysia,1,0,1,4.75,Fail
17372,1,Internet,RoundTrip,18,123,4,Thu,KTMPEN,Malaysia,1,0,0,4.75,Fail
17373,1,Internet,RoundTrip,8,72,9,Thu,KTMPEN,Malaysia,1,0,0,4.75,Fail
17374,1,Internet,RoundTrip,14,42,9,Thu,KTMPEN,Malaysia,1,0,0,4.75,Fail
17375,1,Internet,RoundTrip,18,93,12,Fri,KTMPEN,Malaysia,1,0,1,4.75,Fail
17376,1,Internet,RoundTrip,15,23,7,Wed,KTMPEN,Malaysia,1,0,0,4.75,Fail
17377,1,Internet,RoundTrip,29,44,10,Thu,KTMPEN,Malaysia,1,1,1,4.75,Success
17378,1,Mobile,RoundTrip,87,67,13,Sun,KTMPEN,Malaysia,1,0,0,4.75,Fail
17379,1,Internet,RoundTrip,23,61,9,Tue,KTMPEN,Malaysia,1,0,0,4.75,Success
17380,1,Internet,RoundTrip,10,45,4,Mon,KTMPEN,Malaysia,1,1,0,4.75,Fail
17381,1,Internet,RoundTrip,15,33,13,Fri,KTMPEN,Malaysia,1,0,0,4.75,Success
17382,1,Internet,RoundTrip,16,75,8,Mon,KTMPEN,Malaysia,1,0,0,4.75,Fail
17383,1,Internet,RoundTrip,8,62,8,Tue,KTMPEN,Malaysia,1,0,0,4.75,Success
17384,1,Internet,RoundTrip,25,31,8,Thu,KTMPEN,Malaysia,1,0,0,4.75,Fail
17385,1,Internet,RoundTrip,47,42,1,Tue,KTMPEN,Malaysia,1,0,0,4.75,Fail
17386,1,Internet,RoundTrip,9,40,6,Tue,KTMPEN,Malaysia,0,0,1,4.75,Success
17387,1,Internet,RoundTrip,0,31,5,Mon,KTMPEN,Malaysia,1,0,0,4.75,Fail
17388,1,Internet,RoundTrip,15,31,7,Tue,KTMPEN,Malaysia,1,0,0,4.75,Fail
17389,1,Internet,RoundTrip,32,45,2,Thu,KTMPEN,Malaysia,1,0,0,4.75,Fail
17390,1,Internet,RoundTrip,54,59,2,Tue,KTMPEN,Malaysia,1,0,0,4.75,Fail
17391,1,Internet,RoundTrip,19,76,6,Wed,KTMPEN,Malaysia,1,0,0,4.75,Success
17392,1,Internet,RoundTrip,11,57,7,Tue,KTMPEN,Malaysia,1,0,0,4.75,Fail
17393,1,Internet,RoundTrip,13,53,7,Fri,KTMPEN,Malaysia,1,0,1,4.75,Fail
17394,1,Internet,RoundTrip,26,203,6,Wed,KTMPEN,Malaysia,1,1,1,4.75,Success
17395,1,Internet,RoundTrip,44,95,6,Wed,KTMPEN,Malaysia,1,0,0,4.75,Fail
17396,1,Internet,RoundTrip,1,36,9,Wed,KTMPEN,Malaysia,1,0,1,4.75,Success
17397,1,Internet,RoundTrip,9,28,4,Wed,KTMPEN,Malaysia,1,0,0,4.75,Fail
17398,1,Internet,RoundTrip,5,52,4,Thu,KTMPEN,Malaysia,1,0,0,4.75,Fail
17399,1,Internet,RoundTrip,28,93,4,Wed,KTMPEN,Malaysia,1,0,1,4.75,Success
17400,2,Internet,RoundTrip,33,94,10,Thu,KTMPEN,Malaysia,1,0,1,4.75,Success
17401,2,Internet,RoundTrip,10,62,4,Fri,KTMPEN,Malaysia,1,0,0,4.75,Fail
17402,1,Internet,RoundTrip,13,28,10,Thu,KTMPEN,Malaysia,1,0,0,4.75,Fail
17403,1,Internet,RoundTrip,58,62,5,Wed,KTMPEN,Malaysia,1,0,0,4.75,Fail
17404,1,Internet,RoundTrip,11,69,9,Fri,KTMPEN,Malaysia,1,0,1,4.75,Fail
17405,1,Internet,RoundTrip,47,61,9,Fri,KTMPEN,Malaysia,1,1,0,4.75,Fail
17406,1,Internet,RoundTrip,4,49,9,Mon,KTMPEN,Malaysia,1,0,1,4.75,Fail
17407,1,Internet,RoundTrip,34,61,7,Fri,KTMPEN,Malaysia,1,0,0,4.75,Success
17408,1,Internet,RoundTrip,3,92,12,Fri,KTMPEN,Malaysia,1,0,0,4.75,Fail
17409,1,Internet,RoundTrip,6,49,19,Tue,KTMPEN,Malaysia,1,0,0,4.75,Fail
17410,1,Internet,RoundTrip,32,61,8,Tue,KTMPEN,Malaysia,1,0,0,4.75,Fail
17411,2,Internet,RoundTrip,67,50,4,Mon,KTMPEN,Malaysia,1,0,1,4.75,Success
17412,1,Internet,RoundTrip,13,33,3,Fri,KTMPEN,Malaysia,1,0,0,4.75,Fail
17413,2,Internet,RoundTrip,27,60,7,Tue,KTMPEN,Malaysia,1,0,0,4.75,Fail
17414,1,Internet,RoundTrip,12,32,4,Wed,KTMPEN,Malaysia,1,0,0,4.75,Fail
17415,1,Internet,RoundTrip,15,26,13,Tue,KTMPEN,Malaysia,1,0,0,4.75,Success
17416,1,Internet,RoundTrip,12,59,4,Fri,KTMPEN,Malaysia,1,0,0,4.75,Success
17417,1,Internet,RoundTrip,20,68,7,Fri,KTMPEN,Malaysia,1,0,0,4.75,Fail
17418,1,Internet,RoundTrip,77,41,9,Wed,KTMPEN,Malaysia,1,0,0,4.75,Fail
17419,1,Internet,RoundTrip,13,62,13,Tue,KTMPEN,Malaysia,1,0,0,4.75,Fail
17420,1,Internet,RoundTrip,17,48,15,Sat,KTMPEN,Malaysia,0,0,0,4.75,Success
17421,2,Internet,RoundTrip,29,80,4,Wed,KTMPEN,Malaysia,1,0,1,4.75,Success
17422,1,Internet,RoundTrip,32,64,1,Tue,KTMPEN,Malaysia,1,0,0,4.75,Fail
17423,1,Internet,RoundTrip,36,43,6,Wed,KTMPEN,Malaysia,1,0,0,4.75,Fail
17424,2,Internet,RoundTrip,115,56,3,Tue,KTMPEN,Malaysia,1,0,0,4.75,Fail
17425,1,Internet,RoundTrip,59,60,6,Tue,KTMPEN,Malaysia,1,0,0,4.75,Success
17426,1,Internet,RoundTrip,34,30,3,Thu,KTMPEN,Malaysia,1,0,0,4.75,Success
17427,1,Internet,RoundTrip,1,31,12,Mon,KTMPEN,Malaysia,1,0,0,4.75,Success
17428,1,Internet,RoundTrip,12,45,10,Wed,KTMPEN,Malaysia,1,0,0,4.75,Success
17429,1,Internet,RoundTrip,12,93,1,Fri,KTMPEN,Malaysia,1,0,0,4.75,Success
17430,1,Internet,RoundTrip,14,102,6,Mon,KTMPEN,Malaysia,1,0,0,4.75,Fail
17431,1,Internet,RoundTrip,7,92,15,Wed,KTMPEN,Malaysia,0,0,0,4.75,Fail
17432,1,Internet,RoundTrip,4,98,14,Sun,KTMPEN,Malaysia,1,0,1,4.75,Fail
17433,1,Internet,RoundTrip,70,30,8,Sun,KTMPEN,Malaysia,1,0,0,4.75,Fail
17434,1,Internet,RoundTrip,22,79,7,Sun,KTMPEN,Malaysia,1,0,0,4.75,Fail
17435,1,Internet,RoundTrip,25,76,7,Thu,KTMPEN,Malaysia,1,0,0,4.75,Fail
17436,2,Internet,RoundTrip,67,62,3,Fri,KTMPEN,Malaysia,1,0,0,4.75,Fail
17437,1,Internet,RoundTrip,49,62,5,Wed,KTMPEN,Malaysia,1,0,0,4.75,Fail
17438,1,Internet,RoundTrip,13,155,4,Mon,KTMPEN,Malaysia,1,0,1,4.75,Fail
17439,1,Internet,RoundTrip,32,99,1,Tue,KTMPEN,Malaysia,1,0,0,4.75,Fail
17440,1,Internet,RoundTrip,12,60,6,Mon,KTMPEN,Malaysia,1,0,1,4.75,Success
17441,1,Internet,RoundTrip,7,61,1,Thu,KTMPEN,Malaysia,1,0,0,4.75,Success
17442,1,Internet,RoundTrip,9,29,9,Thu,KTMPEN,Malaysia,1,0,0,4.75,Success
17443,2,Internet,RoundTrip,26,47,10,Sat,KTMPEN,Malaysia,1,1,1,4.75,Success
17444,1,Internet,RoundTrip,23,61,13,Mon,KTMPEN,Malaysia,1,0,1,4.75,Fail
17445,1,Internet,RoundTrip,8,38,7,Wed,KTMPEN,Malaysia,1,0,1,4.75,Success
17446,1,Internet,RoundTrip,9,89,2,Thu,KTMPEN,Malaysia,1,0,0,4.75,Success
17447,1,Internet,RoundTrip,5,17,2,Wed,KTMPEN,Malaysia,1,0,0,4.75,Fail
17448,1,Internet,RoundTrip,12,92,9,Wed,KTMPEN,Malaysia,1,0,1,4.75,Success
17449,1,Internet,RoundTrip,25,63,2,Fri,KTMPEN,Malaysia,1,0,0,4.75,Fail
17450,1,Internet,RoundTrip,4,43,6,Tue,KTMPEN,Malaysia,1,1,0,4.75,Success
17451,1,Internet,RoundTrip,9,58,14,Wed,KTMPEN,Malaysia,0,0,1,4.75,Fail
17452,1,Internet,RoundTrip,10,93,3,Wed,KTMPEN,Malaysia,1,0,1,4.75,Fail
17453,4,Internet,RoundTrip,4,58,8,Thu,KTMPEN,Malaysia,1,0,0,4.75,Fail
17454,2,Internet,RoundTrip,49,32,8,Thu,KTMPEN,Malaysia,1,0,0,4.75,Fail
17455,1,Internet,RoundTrip,5,30,6,Mon,KTMPEN,Malaysia,1,0,0,4.75,Fail
17456,1,Mobile,RoundTrip,1,24,7,Fri,KTMPEN,Malaysia,1,1,1,4.75,Fail
17457,1,Internet,RoundTrip,1,38,8,Wed,KTMPEN,Malaysia,0,0,0,4.75,Fail
17458,1,Internet,RoundTrip,14,28,3,Tue,KTMPEN,Malaysia,1,0,0,4.75,Fail
17459,1,Internet,RoundTrip,33,31,5,Thu,KTMPEN,Malaysia,1,0,0,4.75,Fail
17460,2,Internet,RoundTrip,39,63,5,Thu,KTMPEN,Malaysia,1,0,0,4.75,Success
